dgua,eze,py,47,293,7342
cpeg,gbl,bz,26,242,0332
boof,cpe,dn,71,640,3413
bbaa,ads,pz,82,591,4349
jagj,aow,bq,00,140,0259
oxmf,ese,ch,48,114,3932
dczw,ukp,dh,06,014,9811
lnih,cat,fb,22,936,4938
bico,uel,aa,08,178,5635
azvz,hpt,bb,35,607,0000
msqa,xfa,fq,26,777,3543
qphc,qwg,aa,28,055,9185
aqvw,ehl,xq,10,083,0000
stxy,pap,kk,00,461,5609
fehs,njh,cy,02,063,0529
kepa,jaj,eu,31,489,0289
bsgk,ijy,hs,03,844,8959
goxp,aaz,ad,51,706,6732
mboy,dpu,qy,20,991,3337
fmqw,con,ak,44,560,5478
suse,csg,ab,09,651,2647
comc,erf,rz,02,302,4965
uify,abx,aj,23,105,0552
lumy,aaw,mt,20,052,2388
fcwn,bot,ux,31,003,7723
dcsm,cnf,fe,69,906,2179
vast,bsl,tj,01,152,5221
xbtp,hpu,cj,45,437,8992
kdig,agn,hn,00,036,1564
kghi,pyr,zw,71,846,4097
agow,qiu,bn,09,795,2764
dvni,xxz,qd,45,574,3599
fbcx,ceq,qy,36,515,7019
qsee,baa,hr,00,144,9435
izov,pss,ej,51,304,2638
cfag,enc,ev,87,702,4909
npec,cuq,ca,02,000,7972
lmxg,eer,rn,64,064,0932
iwoe,dri,aa,53,217,1017
drgj,omb,zi,00,840,3658
ahse,jij,cf,70,000,0189
atww,bvw,nd,89,212,0177
cwla,btu,as,25,313,2750
nqwf,hsg,bu,55,285,5385
ooyj,acm,hy,53,223,9136
mljk,ebw,bp,47,434,3383
awdm,aaa,gk,01,424,5496
uisb,afo,hy,42,419,3518
zcwg,mrg,ht,96,087,0131
jhks,baj,an,41,447,7614
mpdo,ttu,aa,45,764,8516
pknv,vqz,if,37,016,2421
eljo,rlq,am,00,719,9258
fyoz,mvw,ac,24,563,2790
vwus,mxn,ug,13,199,2501
ctqw,aal,mm,25,464,7517
ayij,htg,ad,69,035,2127
hrhx,qif,bi,17,030,7224
apmb,viv,dx,00,001,0333
akrq,ajj,rd,12,055,1299
foao,adp,dc,24,933,2790
aakm,nte,wf,49,597,2015
vamr,msp,mu,74,054,2604
dblh,bgb,tl,00,017,0035
bsea,hxo,hi,48,016,1492
knsb,anh,ak,00,154,7299
qynz,aoq,ba,00,675,2511
pnrw,jsi,ys,32,429,2946
bzfo,lth,jh,11,660,8118
ecug,upx,cc,35,205,2285
othf,kqf,em,37,877,9584
srcy,abc,tu,00,502,4169
dmyx,cie,sr,61,000,0127
dtal,eti,wz,03,000,2133
fajp,rji,xk,72,072,1814
rjkx,fqd,qs,72,514,0071
kxvo,obp,wb,40,000,1866
awrq,ipp,pk,07,007,0344
ajns,aom,tl,85,734,1998
hrrc,vjv,bt,14,001,1244
hthr,fvk,ab,03,160,0425
bfgw,ukh,aq,61,001,2144
crel,jmx,eh,37,039,0347
ioub,aqw,ay,20,212,2897
bmqu,glg,ze,04,314,4018
abtm,xyn,gb,78,137,4935
mmva,bam,ae,09,468,0826
fecl,dug,gw,18,355,9197
brmh,gpr,ct,64,434,0533
frbj,eao,lx,94,064,3142
dfoh,byw,eo,59,360,0544
dyhz,ubs,ag,47,039,6048
bbqe,jsd,ah,13,206,1011
wogi,bql,nc,39,224,7482
ctfv,skl,yg,00,033,0259
ubmf,hzh,ie,04,582,9827
wagi,efz,tv,75,690,0600
kgye,beo,af,00,618,6980
zwyk,dks,cw,55,239,2361
mrid,sus,gp,52,855,2037
gftu,ehv,nx,00,241,0991
clyh,qzt,in,64,694,7718
lgpy,ofg,cu,54,003,8629
ftxb,axs,ac,52,233,6653
uypz,crq,vt,17,174,3879
hiop,dsi,iu,48,001,2342
gyji,fgb,hd,21,431,6160
rsei,aut,vt,02,011,3414
cwca,jtu,xl,41,944,0764
ajtm,lpu,ag,55,043,0000
ryog,abp,pw,66,252,2725
kmjo,amd,aa,53,001,3877
dbdj,cje,gt,11,586,5046
tikp,bhq,aa,05,496,1042
zsrd,gxo,hx,10,743,0028
aagm,mqc,wx,95,105,6773
eaoo,aam,ew,96,431,0036
pzrq,xrp,bj,72,211,5602
nmqj,als,aa,65,771,0718
aaso,has,bc,47,190,6518
hanu,one,in,14,252,6620
iadx,iep,qc,11,039,3194
mcba,ujs,ej,99,905,4417
bjht,dve,dz,08,076,6801
ahwz,kwi,el,09,290,0385
rnpw,mkb,bg,13,322,0126
bnbn,jhf,xk,31,022,0304
hkrz,bbh,pl,04,851,0591
aazj,agf,kx,60,260,0003
hnkm,zwq,kc,79,018,1331
aktd,bnt,eh,55,156,2665
airz,nvf,fp,21,432,0852
mbtj,pcf,al,17,828,8718
jlaf,gos,aa,11,155,0944
ayqc,avb,aq,20,179,4489
arkw,zic,th,52,006,9059
gqml,azu,vl,57,932,1158
ddof,vat,df,78,065,3987
jsmy,blt,ao,23,573,0976
qobe,lyt,ez,00,149,0228
bzry,gku,bt,21,053,1389
mzto,nlu,aa,10,458,2802
aqkc,wkb,cf,08,039,0911
gzte,amj,di,23,005,4427
aiou,urr,vd,47,837,5079
ahre,gnc,kg,55,134,3765
dzzr,asm,al,12,338,3053
tdjq,igu,fh,78,505,1409
tvzr,coh,sq,05,092,0312
eavk,dlk,oe,08,593,0569
xqqj,bzy,pr,09,609,7929
bgql,jwl,gg,90,232,6170
kvjc,csm,hj,03,836,0889
dldj,ldk,ew,44,554,5672
blbf,boo,ga,01,047,5279
abty,ilw,rh,31,438,9086
ckll,ylt,bg,00,057,1341
menk,hpv,ab,02,377,2111
amxb,dxk,dw,91,142,4116
qhca,kua,os,30,063,0553
emyv,eod,pw,61,043,4085
cgnz,oak,nd,12,304,0946
oqik,xul,bo,93,003,0477
cbpw,bew,dv,21,146,2494
xzqw,fak,du,00,542,4833
iefh,nnv,ae,46,201,3614
abrm,dka,ay,35,138,5112
innh,yzt,jf,35,074,4989
kgix,ahq,li,27,945,0186
pnij,aub,nh,59,528,0590
abdq,ywv,sv,08,513,1724
cknc,dao,ft,04,660,0001
mfgl,cbj,el,73,020,0121
pqdq,eng,rv,83,581,0884
vxmm,pqh,dq,00,066,5625
ahbk,gss,fd,52,003,6411
lhxt,nxf,vu,04,007,1316
qltu,aoq,gk,09,746,8027
ammn,bap,ar,55,372,2755
losg,ape,rj,04,059,0775
cvoz,yox,db,16,720,6251
psok,oqp,fp,84,965,5862
gwjs,abq,ed,07,590,7206
ghlh,imq,gm,30,001,3210
puer,atp,xv,30,975,4967
pvgc,vug,af,82,346,8191
nyhm,cnf,kn,04,242,3591
eamj,nui,aj,01,053,1686
gkiv,mov,aa,18,189,0732
bpti,esl,bh,05,162,0347
szks,ani,ab,16,452,2666
cebv,iya,sr,55,957,8632
pxcc,asw,hk,86,001,7069
bfzb,cdg,ud,43,832,8321
odxb,ggz,ah,08,157,0704
valq,jtc,ja,24,137,0021
xido,aep,ey,00,030,0208
otgw,iwi,an,20,720,3614
fljt,aed,qv,19,550,0032
ctcd,eqq,do,08,937,2657
acac,dlk,kt,01,987,3004
aznu,ohs,ji,13,006,2845
aitv,lgi,lp,23,257,4405
lbrn,tko,ae,27,192,4608
bamy,ens,ao,41,082,7273
aaad,ack,bi,41,332,6897
kvzv,rsp,ao,00,164,8611
acjj,acc,xj,10,357,1404
iidk,hsq,aw,24,903,1177
bzbx,mvl,in,25,164,0097
gzhn,rcu,bc,93,209,0085
adbj,att,ca,67,159,4055
pxnc,qjk,aa,15,283,0026
bkvs,hit,jb,67,849,8310
ehao,yox,ao,00,323,3050
vgdk,zes,gc,89,470,0084
cbcb,izb,sl,16,177,2057
bpjw,eyd,iq,07,356,4378
bpjw,xxr,zg,01,310,7407
anaa,fnr,du,05,593,0436
mklj,nwe,ac,04,333,0037
babx,acs,xr,04,030,3082
cesh,per,xv,65,013,0071
aazi,waa,bb,68,019,6356
gpbe,jww,ni,79,828,3880
blbb,ahy,vm,82,004,6081
zgjl,ajs,vk,26,195,7151
cpbb,hph,vz,78,729,1702
ggob,oli,rp,03,463,8141
btzx,hua,ak,62,039,0149
udfs,xzw,mj,48,336,4064
bewi,bpi,pe,42,191,3228
kumm,tsf,aw,28,308,0605
llru,ger,aj,02,526,3156
spea,vqk,sk,62,418,0680
ahvn,bpv,ab,02,109,8207
jwqp,dwe,ig,41,028,1658
alsv,hhm,ua,10,084,3838
cfnc,aal,ag,18,258,2146
abnk,osa,md,11,043,5309
vrmy,plm,gm,63,104,1142
jpkz,pwj,vf,00,618,2372
bggp,bhh,ja,79,371,0162
xanl,kof,xs,75,513,2988
czya,bdz,ai,46,044,8437
magu,xhc,ow,70,601,0467
blon,apq,mi,83,944,3516
cjbi,aji,hn,03,195,2923
ezdc,msn,kx,11,060,6955
yyfk,akr,nt,43,000,2430
vzut,fkg,xy,06,357,9136
oewo,lim,ol,13,033,0087
vrga,bnp,km,06,171,0045
dwco,bmq,cr,49,692,6045
akwy,jug,kd,47,608,1873
kyet,moo,ga,63,637,6265
clld,zfd,vl,93,051,5205
aglh,bgg,hv,26,003,6929
amrh,tux,ff,11,004,0173
opwe,utu,fj,96,057,3052
dykc,dje,tm,41,478,0180
utrm,drc,ck,74,005,8482
olsg,xqw,ac,21,728,6675
ezbw,aba,ig,68,285,6005
abhz,jde,lz,19,760,2551
ailz,jen,bz,36,005,0403
lzkp,gol,ab,00,845,2609
aije,pif,id,03,623,4478
jysd,arb,dw,43,903,2424
ayaa,bsm,ba,75,125,0080
xktr,grc,cm,09,080,0003
wkta,nfk,dc,31,302,0278
aaac,aal,aa,91,792,2525
qhvk,abi,dq,02,368,3998
aakr,amz,kk,59,061,5184
lawy,rmk,ig,06,000,0040
vziq,pme,dc,02,005,3983
tudi,aam,pm,00,099,0211
wrvh,oit,dd,00,307,0464
hliq,tpb,cn,17,001,0881
axfs,wli,hb,29,294,2236
avvp,mew,aq,03,551,4438
lvzt,wdq,hi,46,854,4432
eusj,ftq,ak,39,512,2609
wgrx,aln,ba,09,496,0701
acsv,plu,aa,36,029,9681
hwto,xwz,bn,03,211,8403
houb,afb,iz,00,066,0972
ztya,vfz,lz,00,402,0060
joqy,asc,bn,50,117,0795
cjsy,aaa,jz,10,466,5611
gwmd,rfq,bi,39,112,7484
aibd,bcd,vg,00,109,0004
eion,aid,xz,11,060,4429
aseb,qcd,up,03,031,7083
qzkh,zxp,ft,61,827,5423
eiqz,aal,ru,00,319,4514
imfz,gyr,ng,35,564,0109
bbtc,puw,jj,15,008,0831
gmke,wod,wi,00,320,0169
gary,lzo,ao,19,029,0432
muej,ayi,ac,71,505,3234
inip,abj,ks,00,000,5771
zhhc,asj,bj,92,398,8592
adkb,iov,if,14,860,8662
zaxn,asz,el,02,240,1439
hvtq,bjd,ta,04,931,4198
bufm,bhs,al,02,440,0297
ygaq,jnc,aa,04,131,0309
kczl,iih,cx,16,012,0037
ftes,emj,cf,16,157,6166
mght,oai,ob,08,011,8459
ruxr,fpq,gs,54,023,6462
buoj,ikf,xe,42,195,0463
xfak,rav,ev,00,476,3313
fhyg,bue,vz,03,032,3354
xihn,gih,ld,01,886,5534
afyr,gaa,aa,50,009,0370
yeqm,fjs,vz,00,143,3971
arzz,dlj,dx,00,084,0305
atrx,uoe,qx,27,514,0932
rqjy,zlz,sh,00,000,3589
pren,fmf,kg,71,994,0600
biwj,lgt,wv,39,312,0263
gofi,drl,gx,22,018,0486
nugs,aax,am,69,795,8161
kujp,fas,ah,39,273,0979
yvih,vte,ro,56,054,5075
ajhd,loz,sa,00,148,4017
dzcx,xqr,ee,82,682,4610
trze,aqq,mz,53,403,2567
nnom,fmf,cv,00,006,3662
qmuh,cqj,eo,40,212,2526
vykt,pfj,hn,75,000,0661
moso,hpe,aa,00,097,6819
aoef,elo,xc,01,001,0215
aacc,qpp,lm,00,000,0155
mvnm,rbd,no,86,092,6667
xjzg,ixe,bc,01,239,7145
oshi,hwz,nm,13,475,5686
aswe,upo,bo,31,008,5716
aajl,aeu,ou,66,577,0358
impk,rtt,pm,66,636,0662
cazx,qce,og,22,167,0125
ornr,ntk,pu,03,169,2868
adfs,xuz,dv,83,751,8263
dviq,dix,dq,35,374,2962
bwwe,jef,ow,56,027,0031
dptm,agd,ic,05,004,0321
aszh,arj,dt,01,686,0771
neou,jru,uw,29,829,7638
bhdu,tfp,eo,16,120,3391
xiby,qya,gh,15,531,0263
cgix,bdw,cq,45,000,2320
oxlv,ddu,be,00,479,3105
aaxp,yjw,mi,04,027,4069
hdme,bry,nv,12,602,1213
arsi,lej,cy,16,675,0009
rfhs,jvm,rt,79,902,4313
kytr,alp,cp,48,169,3484
gjzu,gay,kl,58,851,0829
fmjd,rce,dm,47,000,0023
nkzg,ipy,kv,04,192,3446
acjx,bot,gt,58,417,2857
ayjj,dfn,aa,64,063,4145
aaqb,twc,ik,01,770,0382
apfe,fyo,ha,42,557,6345
ayco,rcw,am,55,019,6971
aflr,lpo,yj,10,570,2148
adsc,iuh,zm,05,139,0593
ktab,bay,bx,52,157,7579
bnib,lvj,an,83,011,3097
avii,cuf,bz,12,576,0678
lcua,qsv,lm,00,007,3459
fdtz,afl,cw,75,000,4162
gqza,kmk,yl,01,002,4729
aowj,smd,sm,41,725,0145
afft,nsg,lw,24,000,0486
javo,aea,bv,00,469,0296
qbta,ayh,aw,01,064,0936
gfxd,sic,ct,02,036,0888
aalm,hrt,vn,42,018,8813
qjsl,bsh,pb,24,091,3899
ujzp,wyr,jx,48,605,0083
lubo,dbw,iu,00,093,0002
bvfg,pqg,gs,02,154,6786
acyk,ejy,tr,00,027,2329
senb,fao,mf,29,218,6978
xsul,yuh,bo,24,585,1897
kbmy,kxp,bs,00,478,0677
amrq,bbp,ir,08,099,3499
qtsz,gyb,nt,66,649,7294
hjca,dpk,ai,86,113,0000
epat,auj,eo,80,874,0007
aezx,ysk,aa,94,285,8588
sqtx,cwu,gp,25,459,2035
abdu,esl,cn,11,262,4699
dvjt,sbb,nx,60,000,0548
qaxy,eex,qo,15,423,0262
zamy,ntv,bf,00,106,7026
lphg,bbx,de,04,248,4508
aalj,aad,jr,10,502,0198
aasy,eua,gp,20,696,1414
bbuh,jmo,mc,18,007,0263
cxfj,jlb,jc,00,006,5352
rcwt,joa,op,67,145,0138
giqd,bna,aa,79,823,2395
eytu,ecw,gp,09,494,2946
nzfk,ahw,pj,11,870,0502
luem,ell,lj,91,168,0873
rosf,bcg,ew,33,818,0732
ilay,vcl,ee,35,065,0742
barg,bkn,fp,04,100,1214
lxnh,byd,tx,23,299,4472
iyjp,aac,lu,03,149,0000
aadn,ykq,aa,60,003,3377
kzmy,fwp,qe,22,035,0992
vdwa,abb,qq,40,167,4681
tlja,gdp,ac,12,059,0212
gckn,unl,yi,01,001,3819
ajmf,uxk,ld,00,035,1624
smsn,sqv,gk,95,051,3499
kmvu,oqk,gs,18,987,3566
vnpy,evn,jz,91,203,3057
jgba,kvn,cw,53,004,0147
urgx,bzc,td,65,067,0069
cwqb,pbf,vh,00,657,1356
mgqi,txh,dh,73,849,9011
bbov,aal,bp,19,206,8788
mvyx,dfx,wp,26,350,0000
axjk,dsd,ai,41,640,6253
mbow,gyp,ac,26,043,6578
vvon,xmp,aq,00,002,0826
gyah,hfy,ef,13,046,0190
bheo,fnh,ex,96,056,3323
mfgy,fkh,ra,44,030,9157
dqac,tfr,ay,28,469,6978
nqsg,aaf,fi,46,367,1669
aawb,mzp,ld,87,634,1067
bpbi,lsb,ip,28,673,3872
fnym,fmw,ee,86,571,0373
bupw,axz,hj,15,048,8478
nmxb,avy,sf,89,968,1093
acsb,lyg,yv,15,164,1964
nyiw,tbu,px,26,002,3235
jwsk,tnk,oj,19,330,5233
ifml,pcy,is,14,095,5492
dqcm,ccf,ia,09,983,0498
sutl,wrs,vi,82,872,0030
gvrn,nyx,tq,16,796,0653
dray,zat,ex,21,811,2196
aajp,bhk,aj,06,912,0187
jgrq,acu,li,22,170,2790
jlam,bcr,ca,19,187,6059
jmoz,wsf,jn,00,358,1474
apti,mro,ad,01,076,0729
arfd,gdo,nu,61,309,1307
mhaf,fpg,bb,22,000,0988
ibgt,byy,bb,33,540,4463
lrnj,aid,si,01,446,4266
ngzz,xil,pc,02,066,1881
cmsb,gpn,al,93,075,7601
dzdp,frk,ke,56,018,1591
yfms,ger,nv,67,717,0338
hnzg,fff,ev,35,169,0177
otoy,eff,cv,88,839,9656
nwcw,qdw,ut,03,002,5143
hhuf,epk,vf,87,267,0097
aqbp,atk,pv,60,744,1082
pmuz,ary,na,00,387,6890
aaji,ptr,xn,54,002,0250
evpp,gki,ce,03,740,7915
bqfc,xfc,iw,23,610,2752
jhrz,rnw,id,83,324,2436
aajp,aiv,cf,06,005,9830
rchk,hnb,ij,04,360,6738
dppa,sdo,ju,87,099,4308
abjt,mlq,uz,29,863,0080
aaar,air,eu,06,056,4313
sxye,aql,jt,02,902,2020
knwq,mal,aa,00,419,0634
pavc,wgy,ec,14,146,6931
jhgg,daj,ac,17,954,4066
vaqf,eiq,zl,41,987,6387
xqlt,mhc,cg,20,670,8379
wslj,phl,at,76,680,0888
cwlm,aal,wa,01,489,1306
kucj,imr,ec,91,103,0083
gweq,epg,de,00,925,1245
aaqr,aue,va,02,480,1687
cpkx,bui,nl,17,005,9316
jgix,cue,au,54,939,0345
hiba,pau,vn,04,620,1615
czku,mjt,ac,02,353,8776
jsvk,azt,kk,96,233,0003
bnzl,tsk,be,70,940,0175
gdpc,mlv,ak,00,216,6116
ekpz,ojn,bg,19,029,2591
bfwp,lvw,bj,00,191,2957
jbwh,nzb,yl,34,006,2376
drai,zth,aa,02,067,2809
mvkw,oil,ku,00,159,2112
pcao,adu,rz,48,715,8437
aakw,cvv,db,00,250,0873
mnbz,axo,dq,17,303,1119
xcat,lan,qr,00,520,9801
cdot,bry,mb,00,230,2591
lsve,hke,kl,39,369,7945
atkj,cku,aa,01,009,0555
afgq,wnh,dg,22,544,2060
odos,tuh,ef,17,007,0133
miwa,pis,vu,94,005,8485
fzmf,dnd,pg,01,472,1631
ujpd,aaa,py,34,132,6102
aapo,gwl,kb,88,805,3297
avnb,fbm,ep,48,743,0568
fhaw,jlf,al,83,253,9271
dhrr,kgz,ql,24,407,1025
rmsc,djd,px,51,294,0113
kuss,mvw,tc,01,916,3300
gegl,qcn,ad,00,785,0051
puhz,upf,ab,77,392,3921
dclx,dak,fn,20,355,0625
aylk,sdx,of,66,745,0191
bjop,ccc,ag,01,096,5344
xxtm,juh,xn,00,009,9436
xpqz,aaf,ot,22,076,2187
udas,qek,ak,68,035,2980
lzhe,jty,cr,75,520,0007
swrt,fiw,fw,38,807,3683
bawk,kdi,hc,69,000,5933
xorh,krl,dj,23,759,5350
cfds,lls,na,03,367,6166
swul,zva,cq,43,059,0026
kgin,aad,jg,69,856,8921
rngt,aad,oh,25,736,5570
qaxm,tct,bu,27,161,6829
ciiz,iac,rv,18,086,8721
jlwd,flp,ax,04,145,0507
abcy,npy,as,41,083,3510
lkxt,ueq,ae,17,018,1075
aadc,hus,fw,00,588,0297
rryv,guq,aj,62,055,2525
lzco,auw,ar,26,250,2476
lyts,rgi,fw,18,154,9351
wddb,kbg,tu,36,238,2572
dwsh,esi,lf,13,154,1619
pihh,cob,xq,00,173,0792
pgyf,okk,gw,00,000,6937
aefx,vvs,ik,63,002,4558
gnqw,qtm,aa,00,584,6938
pzbq,aiq,du,87,010,5139
assq,bcw,qp,05,007,1000
kowp,aki,al,59,003,5572
byvs,fty,se,14,677,6943
crwm,wsn,qz,32,344,0014
oeyu,abm,cg,00,046,1947
jdit,bon,bk,85,324,1630
algd,qfc,ar,05,072,6669
ejvr,bhy,en,97,048,9912
npsb,hma,ff,81,000,1260
